Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price,12m Low_num,12m High_num,Day Low_num,Day High_num,Day Price_num,Previous_num,Change_num,Change%_num,Volume_num,Adjusted Price_num
2024-08-12,CIC,CIC Insurance Group Ltd,1.80,2.50,1.99,2.15,2.04,2.01,0.03,1.49%,"35,400.00",-,1.8,2.5,1.99,2.15,2.04,2.01,0.03,1.49,35400.0,
2024-08-12,JUB,Jubilee Holdings Ltd,150.00,202.00,153.00,153.00,153.00,152.50,0.5,0.33%,"8,100.00",-,150.0,202.0,153.0,153.0,153.0,152.5,0.5,0.33,8100.0,
2024-08-12,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.15,1.29,1.20,1.27,-0.07,5.51%,"649,900.00",-,1.0,3.0,1.15,1.29,1.2,1.27,-0.07,5.51,649900.0,
2024-08-12,LBTY,Liberty Kenya Holdings Ltd,3.50,7.96,4.87,5.28,5.06,4.87,0.19,3.90%,"1,100.00",-,3.5,7.96,4.87,5.28,5.06,4.87,0.19,3.9,1100.0,
2024-08-12,SLAM,Sanlam Kenya Plc,5.50,7.70,5.62,5.62,5.62,5.62,-,-,100.00,-,5.5,7.7,5.62,5.62,5.62,5.62,,,100.0,
2024-08-12,CTUM,Centum Investment Company Plc,7.62,10.40,8.06,8.84,8.74,8.78,-0.04,0.46%,"27,200.00",-,7.62,10.4,8.06,8.84,8.74,8.78,-0.04,0.46,27200.0,
2024-08-12,HAFR,Home Afrika Ltd,0.27,0.42,0.30,0.32,0.31,0.31,-,-,"20,200.00",-,0.27,0.42,0.3,0.32,0.31,0.31,,,20200.0,
2024-08-12,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-08-12,OCH,Olympia Capital Holdings Ltd,2.58,4.00,2.61,2.85,2.82,2.61,0.21,8.05%,"1,000.00",-,2.58,4.0,2.61,2.85,2.82,2.61,0.21,8.05,1000.0,
2024-08-12,TCL,Trans-Century Plc,0.29,0.72,0.33,0.37,0.36,0.34,0.02,5.88%,"28,400.00",-,0.29,0.72,0.33,0.37,0.36,0.34,0.02,5.88,28400.0,
2024-08-12,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.80,5.98,5.90,5.96,-0.06,1.01%,"4,000.00",-,5.22,6.8,5.8,5.98,5.9,5.96,-0.06,1.01,4000.0,
2024-08-12,BOC,BOC Kenya Plc,67.00,96.00,93.50,93.50,93.50,93.50,-,-,-,-,67.0,96.0,93.5,93.5,93.5,93.5,,,,
2024-08-12,BAT,British American Tobacco Kenya Plc,325.00,455.00,343.00,348.00,345.25,341.25,4,1.17%,900.00,-,325.0,455.0,343.0,348.0,345.25,341.25,4.0,1.17,900.0,
2024-08-12,CARB,Carbacid Investments Plc,14.05,24.50,17.00,17.45,17.10,17.10,-,-,400.00,-,14.05,24.5,17.0,17.45,17.1,17.1,,,400.0,
2024-08-12,EABL,East African Breweries Ltd,99.00,204.00,150.00,152.00,151.75,152.00,-0.25,0.16%,"1,300.00",-,99.0,204.0,150.0,152.0,151.75,152.0,-0.25,0.16,1300.0,
2024-08-12,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.00,1.17,1.13,1.10,0.03,2.73%,600.00,-,0.91,1.39,1.0,1.17,1.13,1.1,0.03,2.73,600.0,
2024-08-12,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-08-12,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-08-12,UNGA,Unga Group Ltd,11.05,18.45,13.50,13.50,13.50,13.55,-0.05,0.37%,100.00,-,11.05,18.45,13.5,13.5,13.5,13.55,-0.05,0.37,100.0,
2024-08-12,SCOM,Safaricom Plc,11.50,21.15,14.70,15.00,14.80,14.80,-,-,"8,245,700.00",-,11.5,21.15,14.7,15.0,14.8,14.8,,,8245700.0,
2024-08-12,LAPR,Laptrust Imara Income-REIT,20.00,20.00,20.00,20.00,20.00,20.00,-,-,-,-,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-08-12,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,940.00","2,940.00","2,940.00","2,940.00",-,-,-,-,2625.0,3330.0,2940.0,2940.0,2940.0,2940.0,,,,
2024-08-12,^N10I,NSE 10-Share Index,870.02,"1,233.42","1,059.99","1,059.99","1,059.99","1,062.62",-2.63,0.25%,-,-,870.02,1233.42,1059.99,1059.99,1059.99,1062.62,-2.63,0.25,,
2024-08-12,^N20I,NSE 20-Share Index,"1,416.32","1,864.72","1,630.25","1,630.25","1,630.25","1,633.69",-3.44,0.21%,-,-,1416.32,1864.72,1630.25,1630.25,1630.25,1633.69,-3.44,0.21,,
2024-08-12,^N25I,NSE 25-Share Index,"2,276.08","3,154.93","2,729.48","2,729.48","2,729.48","2,734.60",-5.12,0.19%,-,-,2276.08,3154.93,2729.48,2729.48,2729.48,2734.6,-5.12,0.19,,
2024-08-12,^NASI,NSE All-Share Index,85.54,117.78,101.95,101.95,101.95,102.06,-0.11,0.11%,-,-,85.54,117.78,101.95,101.95,101.95,102.06,-0.11,0.11,,
2024-08-12,^NBDI,NSE Bonds Index,986.46,"1,042.42",989.99,989.99,989.99,989.87,0.12,0.01%,-,-,986.46,1042.42,989.99,989.99,989.99,989.87,0.12,0.01,,
2024-08-12,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,477.09","2,396.79","1,979.28","1,979.28","1,979.28","1,977.35",1.93,0.10%,-,-,1477.09,2396.79,1979.28,1979.28,1979.28,1977.35,1.93,0.1,,
2024-08-12,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,321.06","1,321.06","1,321.06","1,317.22",3.84,0.29%,-,-,818.46,1599.72,1321.06,1321.06,1321.06,1317.22,3.84,0.29,,
2024-08-13,EGAD,Eaagads Ltd,10.35,14.50,14.00,14.00,14.00,14.00,-,-,-,-,10.35,14.5,14.0,14.0,14.0,14.0,,,,
2024-08-13,KUKZ,Kakuzi Plc,342.00,440.00,380.00,380.00,380.00,370.00,10,2.70%,600.00,-,342.0,440.0,380.0,380.0,380.0,370.0,10.0,2.7,600.0,
2024-08-13,KAPC,Kapchorua Tea Kenya Plc,207.00,280.00,225.00,225.00,225.00,225.00,-,-,-,-,207.0,280.0,225.0,225.0,225.0,225.0,,,,
2024-08-13,LIMT,Limuru Tea Plc,365.00,380.00,365.00,365.00,365.00,365.00,-,-,-,-,365.0,380.0,365.0,365.0,365.0,365.0,,,,
2024-08-13,SASN,Sasini Plc,15.50,22.00,17.05,18.50,17.85,17.85,-,-,"1,600.00",-,15.5,22.0,17.05,18.5,17.85,17.85,,,1600.0,
2024-08-13,WTK,Williamson Tea Kenya Plc,193.50,290.00,225.00,225.00,225.00,225.00,-,-,-,-,193.5,290.0,225.0,225.0,225.0,225.0,,,,
2024-08-13,CGEN,Car and General (K) Ltd,17.95,31.80,22.25,22.25,22.25,22.25,-,-,-,-,17.95,31.8,22.25,22.25,22.25,22.25,,,,
2024-08-13,ABSA,ABSA Bank Kenya Plc,10.55,16.35,13.80,14.00,13.90,13.95,-0.05,0.36%,"77,300.00",-,10.55,16.35,13.8,14.0,13.9,13.95,-0.05,0.36,77300.0,
2024-08-13,BKG,BK Group Plc,30.00,37.00,33.60,33.60,33.60,33.70,-0.1,0.30%,300.00,-,30.0,37.0,33.6,33.6,33.6,33.7,-0.1,0.3,300.0,
2024-08-13,COOP,Co-operative Bank of Kenya Ltd,10.10,15.20,12.40,12.70,12.55,12.55,-,-,"210,400.00",-,10.1,15.2,12.4,12.7,12.55,12.55,,,210400.0,
2024-08-13,DTK,Diamond Trust Bank Kenya Ltd,43.05,56.00,44.05,45.50,45.00,45.05,-0.05,0.11%,"109,100.00",-,43.05,56.0,44.05,45.5,45.0,45.05,-0.05,0.11,109100.0,
2024-08-13,EQTY,Equity Group Holdings Plc,33.60,51.00,39.95,40.25,40.00,39.95,0.05,0.13%,"334,600.00",-,33.6,51.0,39.95,40.25,40.0,39.95,0.05,0.13,334600.0,
2024-08-13,HFCK,HF Group Ltd,3.02,4.90,3.82,4.40,4.22,4.15,0.07,1.69%,"63,000.00",-,3.02,4.9,3.82,4.4,4.22,4.15,0.07,1.69,63000.0,
2024-08-13,IMH,I & M Holdings Plc,16.50,35.00,20.50,20.55,20.55,20.30,0.25,1.23%,"8,300.00",-,16.5,35.0,20.5,20.55,20.55,20.3,0.25,1.23,8300.0,
2024-08-13,KCB,KCB Group Plc,15.00,40.00,29.90,30.00,29.95,30.00,-0.05,0.17%,"1,069,300.00",-,15.0,40.0,29.9,30.0,29.95,30.0,-0.05,0.17,1069300.0,
2024-08-13,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,4.12,4.12,4.12,4.12,4.12,4.12,,,,
2024-08-13,NCBA,NCBA Group Plc,34.05,47.00,38.60,39.00,38.95,39.00,-0.05,0.13%,"18,000.00",-,34.05,47.0,38.6,39.0,38.95,39.0,-0.05,0.13,18000.0,
2024-08-13,SBIC,Stanbic Holdings Plc,100.00,130.00,115.00,116.00,116.00,115.75,0.25,0.22%,"1,700.00",-,100.0,130.0,115.0,116.0,116.0,115.75,0.25,0.22,1700.0,
2024-08-13,SCBK,Standard Chartered Bank Kenya Ltd,148.00,233.00,187.00,191.00,189.25,190.75,-1.5,0.79%,"16,700.00",-,148.0,233.0,187.0,191.0,189.25,190.75,-1.5,0.79,16700.0,
2024-08-13,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,0.45,0.45,0.45,0.45,0.45,0.45,,,,
2024-08-13,EVRD,Eveready East Africa Ltd,0.97,1.65,1.08,1.20,1.20,1.20,-,-,"34,600.00",-,0.97,1.65,1.08,1.2,1.2,1.2,,,34600.0,
2024-08-13,XPRS,Express Kenya Plc,2.74,3.99,3.60,3.60,3.60,3.60,-,-,-,-,2.74,3.99,3.6,3.6,3.6,3.6,,,,
2024-08-13,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-,4.66,4.66,4.66,4.66,4.66,4.66,,,,
2024-08-13,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-,3.83,3.83,3.83,3.83,3.83,3.83,,,,
2024-08-13,LKL,Longhorn Publishers Plc,2.02,2.65,2.08,2.08,2.08,2.08,-,-,-,-,2.02,2.65,2.08,2.08,2.08,2.08,,,,
2024-08-13,NBV,Nairobi Business Ventures Ltd,1.85,2.90,1.95,2.25,1.99,2.05,-0.06,2.93%,"2,600.00",-,1.85,2.9,1.95,2.25,1.99,2.05,-0.06,2.93,2600.0,
2024-08-13,NMG,Nation Media Group Plc,14.00,22.40,14.60,15.00,14.85,15.20,-0.35,2.30%,"6,000.00",-,14.0,22.4,14.6,15.0,14.85,15.2,-0.35,2.3,6000.0,
2024-08-13,SMER,Sameer Africa Plc,1.87,2.75,2.10,2.10,2.10,2.28,-0.18,7.89%,300.00,-,1.87,2.75,2.1,2.1,2.1,2.28,-0.18,7.89,300.0,
2024-08-13,SGL,Standard Group Plc,4.86,9.00,4.86,5.88,5.34,5.38,-0.04,0.74%,900.00,-,4.86,9.0,4.86,5.88,5.34,5.38,-0.04,0.74,900.0,
2024-08-13,TPSE,TPS Eastern Africa (Serena) Ltd,11.00,20.15,13.50,13.50,13.50,13.50,-,-,"3,600.00",-,11.0,20.15,13.5,13.5,13.5,13.5,,,3600.0,
2024-08-13,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.17,0.19,0.18,0.18,-,-,"15,600.00",-,0.16,0.23,0.17,0.19,0.18,0.18,,,15600.0,
2024-08-13,SCAN,WPP ScanGroup Plc,1.86,2.69,2.02,2.15,2.02,2.00,0.02,1.00%,"6,600.00",-,1.86,2.69,2.02,2.15,2.02,2.0,0.02,1.0,6600.0,
2024-08-13,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-08-13,BAMB,Bamburi Cement Ltd,21.30,84.00,62.25,62.50,62.50,62.25,0.25,0.40%,"60,100.00",-,21.3,84.0,62.25,62.5,62.5,62.25,0.25,0.4,60100.0,
2024-08-13,CRWN,Crown Paints Kenya Plc,29.00,40.05,35.10,35.10,35.10,35.10,-,-,-,-,29.0,40.05,35.1,35.1,35.1,35.1,,,,
2024-08-13,CABL,East African Cables Plc,0.79,1.10,0.89,0.98,0.90,0.96,-0.06,6.25%,"65,400.00",-,0.79,1.1,0.89,0.98,0.9,0.96,-0.06,6.25,65400.0,
2024-08-13,PORT,East African Portland Cement Ltd,4.38,55.75,7.20,7.50,7.50,7.20,0.3,4.17%,"29,800.00",-,4.38,55.75,7.2,7.5,7.5,7.2,0.3,4.17,29800.0,
2024-08-13,KEGN,Kenya Electricity Generating Company Plc,1.94,3.40,2.29,2.36,2.31,2.30,0.01,0.43%,"277,900.00",-,1.94,3.4,2.29,2.36,2.31,2.3,0.01,0.43,277900.0,
2024-08-13,KPLC-P4,KPLC-P4,4.00,4.11,4.00,4.00,4.00,4.00,-,-,-,-,4.0,4.11,4.0,4.0,4.0,4.0,,,,
2024-08-13,KPLC-P7,KPLC-P7,6.00,6.00,6.00,6.00,6.00,6.00,-,-,-,-,6.0,6.0,6.0,6.0,6.0,6.0,,,,
2024-08-13,KPLC,Kenya Power and Lighting Company Plc,1.30,3.95,1.88,1.95,1.90,1.90,-,-,"190,200.00",-,1.3,3.95,1.88,1.95,1.9,1.9,,,190200.0,
2024-08-13,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25.00,20.00,21.00,20.00,20.00,-,-,"28,100.00",-,14.55,25.0,20.0,21.0,20.0,20.0,,,28100.0,
2024-08-13,UMME,Umeme Ltd,13.00,17.90,15.50,15.90,15.85,15.55,0.3,1.93%,"10,200.00",-,13.0,17.9,15.5,15.9,15.85,15.55,0.3,1.93,10200.0,
2024-08-13,BRIT,Britam Holdings Plc,4.25,6.50,5.52,5.78,5.58,5.70,-0.12,2.11%,"9,500.00",-,4.25,6.5,5.52,5.78,5.58,5.7,-0.12,2.11,9500.0,
2024-08-13,CIC,CIC Insurance Group Ltd,1.80,2.50,2.00,2.16,2.08,2.04,0.04,1.96%,"55,700.00",-,1.8,2.5,2.0,2.16,2.08,2.04,0.04,1.96,55700.0,
2024-08-13,JUB,Jubilee Holdings Ltd,150.00,202.00,151.00,153.00,152.25,153.00,-0.75,0.49%,"1,300.00",-,150.0,202.0,151.0,153.0,152.25,153.0,-0.75,0.49,1300.0,
2024-08-13,KNRE,Kenya Re-Insurance Corporation Ltd,1.00,3.00,1.20,1.28,1.27,1.20,0.07,5.83%,"100,900.00",-,1.0,3.0,1.2,1.28,1.27,1.2,0.07,5.83,100900.0,
2024-08-13,LBTY,Liberty Kenya Holdings Ltd,3.50,7.96,5.20,5.28,5.26,5.06,0.2,3.95%,500.00,-,3.5,7.96,5.2,5.28,5.26,5.06,0.2,3.95,500.0,
2024-08-13,SLAM,Sanlam Kenya Plc,5.50,7.70,6.18,6.18,6.18,5.62,0.56,9.96%,100.00,-,5.5,7.7,6.18,6.18,6.18,5.62,0.56,9.96,100.0,
2024-08-13,CTUM,Centum Investment Company Plc,7.62,10.40,8.16,8.70,8.38,8.74,-0.36,4.12%,"69,500.00",-,7.62,10.4,8.16,8.7,8.38,8.74,-0.36,4.12,69500.0,
2024-08-13,HAFR,Home Afrika Ltd,0.27,0.42,0.30,0.32,0.31,0.31,-,-,"5,200.00",-,0.27,0.42,0.3,0.32,0.31,0.31,,,5200.0,
2024-08-13,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,
2024-08-13,OCH,Olympia Capital Holdings Ltd,2.58,4.00,2.80,2.80,2.80,2.82,-0.02,0.71%,300.00,-,2.58,4.0,2.8,2.8,2.8,2.82,-0.02,0.71,300.0,
2024-08-13,TCL,Trans-Century Plc,0.29,0.72,0.33,0.36,0.34,0.36,-0.02,5.56%,"155,900.00",-,0.29,0.72,0.33,0.36,0.34,0.36,-0.02,5.56,155900.0,
2024-08-13,NSE,Nairobi Securities Exchange Plc,5.22,6.80,5.80,5.98,5.98,5.90,0.08,1.36%,"55,500.00",-,5.22,6.8,5.8,5.98,5.98,5.9,0.08,1.36,55500.0,
2024-08-13,BOC,BOC Kenya Plc,67.00,96.00,93.50,93.50,93.50,93.50,-,-,-,-,67.0,96.0,93.5,93.5,93.5,93.5,,,,
2024-08-13,BAT,British American Tobacco Kenya Plc,325.00,455.00,345.00,350.00,346.25,345.25,1,0.29%,"15,100.00",-,325.0,455.0,345.0,350.0,346.25,345.25,1.0,0.29,15100.0,
2024-08-13,CARB,Carbacid Investments Plc,14.05,24.50,16.90,17.00,17.00,17.10,-0.1,0.58%,"22,400.00",-,14.05,24.5,16.9,17.0,17.0,17.1,-0.1,0.58,22400.0,
2024-08-13,EABL,East African Breweries Ltd,99.00,204.00,152.00,154.75,153.00,151.75,1.25,0.82%,"173,700.00",-,99.0,204.0,152.0,154.75,153.0,151.75,1.25,0.82,173700.0,
2024-08-13,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.10,1.15,1.15,1.13,0.02,1.77%,"1,700.00",-,0.91,1.39,1.1,1.15,1.15,1.13,0.02,1.77,1700.0,
2024-08-13,ORCH,Kenya Orchards Ltd,19.00,77.00,19.50,19.50,19.50,19.50,-,-,-,-,19.0,77.0,19.5,19.5,19.5,19.5,,,,
2024-08-13,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-,0.27,0.27,0.27,0.27,0.27,0.27,,,,
2024-08-13,UNGA,Unga Group Ltd,11.05,18.45,13.40,13.50,13.45,13.50,-0.05,0.37%,200.00,-,11.05,18.45,13.4,13.5,13.45,13.5,-0.05,0.37,200.0,
2024-08-13,SCOM,Safaricom Plc,11.50,21.15,14.55,15.00,14.65,14.80,-0.15,1.01%,"5,494,700.00",-,11.5,21.15,14.55,15.0,14.65,14.8,-0.15,1.01,5494700.0,
2024-08-13,LAPR,Laptrust Imara Income-REIT,20.00,20.00,20.00,20.00,20.00,20.00,-,-,-,-,20.0,20.0,20.0,20.0,20.0,20.0,,,,
2024-08-13,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,940.00","2,940.00","2,940.00","2,940.00",-,-,-,-,2625.0,3330.0,2940.0,2940.0,2940.0,2940.0,,,,
2024-08-13,^N10I,NSE 10-Share Index,870.02,"1,233.42","1,058.56","1,058.56","1,058.56","1,059.99",-1.43,0.13%,-,-,870.02,1233.42,1058.56,1058.56,1058.56,1059.99,-1.43,0.13,,
2024-08-13,^N20I,NSE 20-Share Index,"1,416.32","1,864.72","1,630.00","1,630.00","1,630.00","1,630.25",-0.25,0.02%,-,-,1416.32,1864.72,1630.0,1630.0,1630.0,1630.25,-0.25,0.02,,
2024-08-13,^N25I,NSE 25-Share Index,"2,276.08","3,154.93","2,726.71","2,726.71","2,726.71","2,729.48",-2.77,0.10%,-,-,2276.08,3154.93,2726.71,2726.71,2726.71,2729.48,-2.77,0.1,,
2024-08-13,^NASI,NSE All-Share Index,85.54,117.78,101.64,101.64,101.64,101.95,-0.31,0.30%,-,-,85.54,117.78,101.64,101.64,101.64,101.95,-0.31,0.3,,
2024-08-13,^NBDI,NSE Bonds Index,986.46,"1,042.42",988.89,988.89,988.89,989.99,-1.1,0.11%,-,-,986.46,1042.42,988.89,988.89,988.89,989.99,-1.1,0.11,,
2024-08-13,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,477.09","2,396.79","1,976.74","1,976.74","1,976.74","1,979.28",-2.54,0.13%,-,-,1477.09,2396.79,1976.74,1976.74,1976.74,1979.28,-2.54,0.13,,
2024-08-13,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,319.36","1,319.36","1,319.36","1,321.06",-1.7,0.13%,-,-,818.46,1599.72,1319.36,1319.36,1319.36,1321.06,-1.7,0.13,,
2024-08-14,EGAD,Eaagads Ltd,10.35,14.50,12.90,12.90,12.90,14.00,-1.1,7.86%,"3,300.00",-,10.35,14.5,12.9,12.9,12.9,14.0,-1.1,7.86,3300.0,
2024-08-14,KUKZ,Kakuzi Plc,342.00,440.00,380.00,380.00,380.00,380.00,-,-,-,-,342.0,440.0,380.0,380.0,380.0,380.0,,,,
2024-08-14,KAPC,Kapchorua Tea Kenya Plc,207.00,280.00,225.00,225.00,225.00,225.00,-,-,-,-,207.0,280.0,225.0,225.0,225.0,225.0,,,,
2024-08-14,LIMT,Limuru Tea Plc,365.00,380.00,365.00,365.00,365.00,365.00,-,-,-,-,365.0,380.0,365.0,365.0,365.0,365.0,,,,
2024-08-14,SASN,Sasini Plc,15.50,22.00,17.00,17.50,17.00,17.85,-0.85,4.76%,"19,500.00",-,15.5,22.0,17.0,17.5,17.0,17.85,-0.85,4.76,19500.0,
2024-08-14,WTK,Williamson Tea Kenya Plc,193.50,290.00,245.00,245.00,245.00,225.00,20,8.89%,600.00,-,193.5,290.0,245.0,245.0,245.0,225.0,20.0,8.89,600.0,
2024-08-14,CGEN,Car and General (K) Ltd,17.95,31.80,22.25,22.25,22.25,22.25,-,-,-,-,17.95,31.8,22.25,22.25,22.25,22.25,,,,
2024-08-14,ABSA,ABSA Bank Kenya Plc,10.55,16.35,13.80,14.00,13.85,13.90,-0.05,0.36%,"41,200.00",-,10.55,16.35,13.8,14.0,13.85,13.9,-0.05,0.36,41200.0,
2024-08-14,BKG,BK Group Plc,30.00,37.00,32.90,32.90,32.90,33.60,-0.7,2.08%,100.00,-,30.0,37.0,32.9,32.9,32.9,33.6,-0.7,2.08,100.0,
2024-08-14,COOP,Co-operative Bank of Kenya Ltd,10.10,15.20,12.60,12.80,12.70,12.55,0.15,1.20%,"88,100.00",-,10.1,15.2,12.6,12.8,12.7,12.55,0.15,1.2,88100.0,
2024-08-14,DTK,Diamond Trust Bank Kenya Ltd,43.05,56.00,45.00,45.50,45.00,45.00,-,-,"6,200.00",-,43.05,56.0,45.0,45.5,45.0,45.0,,,6200.0,
2024-08-14,EQTY,Equity Group Holdings Plc,33.60,51.00,39.95,40.50,40.10,40.00,0.1,0.25%,"380,300.00",-,33.6,51.0,39.95,40.5,40.1,40.0,0.1,0.25,380300.0,
2024-08-14,HFCK,HF Group Ltd,3.02,4.90,4.00,4.49,4.35,4.22,0.13,3.08%,"87,800.00",-,3.02,4.9,4.0,4.49,4.35,4.22,0.13,3.08,87800.0,
2024-08-14,IMH,I & M Holdings Plc,16.50,35.00,20.30,20.55,20.50,20.55,-0.05,0.24%,"8,900.00",-,16.5,35.0,20.3,20.55,20.5,20.55,-0.05,0.24,8900.0,
2024-08-14,KCB,KCB Group Plc,15.00,40.00,29.50,30.00,29.90,29.95,-0.05,0.17%,"165,800.00",-,15.0,40.0,29.5,30.0,29.9,29.95,-0.05,0.17,165800.0,
2024-08-14,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,4.12,4.12,4.12,4.12,4.12,4.12,,,,
2024-08-14,NCBA,NCBA Group Plc,34.05,47.00,38.95,39.00,39.00,38.95,0.05,0.13%,"93,200.00",-,34.05,47.0,38.95,39.0,39.0,38.95,0.05,0.13,93200.0,
2024-08-14,SBIC,Stanbic Holdings Plc,100.00,130.00,119.00,119.00,119.00,116.00,3,2.59%,"1,000.00",-,100.0,130.0,119.0,119.0,119.0,116.0,3.0,2.59,1000.0,
2024-08-14,SCBK,Standard Chartered Bank Kenya Ltd,148.00,233.00,187.00,190.00,188.75,189.25,-0.5,0.26%,"5,700.00",-,148.0,233.0,187.0,190.0,188.75,189.25,-0.5,0.26,5700.0,
2024-08-14,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,0.45,0.45,0.45,0.45,0.45,0.45,,,,
2024-08-14,EVRD,Eveready East Africa Ltd,0.97,1.65,1.08,1.09,1.09,1.20,-0.11,9.17%,"12,700.00",-,0.97,1.65,1.08,1.09,1.09,1.2,-0.11,9.17,12700.0,
2024-08-14,XPRS,Express Kenya Plc,2.74,3.99,3.50,3.50,3.50,3.60,-0.1,2.78%,200.00,-,2.74,3.99,3.5,3.5,3.5,3.6,-0.1,2.78,200.0,
2024-08-14,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-,4.66,4.66,4.66,4.66,4.66,4.66,,,,
2024-08-14,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-,3.83,3.83,3.83,3.83,3.83,3.83,,,,
2024-08-14,LKL,Longhorn Publishers Plc,2.02,2.65,2.08,2.08,2.08,2.08,-,-,-,-,2.02,2.65,2.08,2.08,2.08,2.08,,,,
2024-08-14,NBV,Nairobi Business Ventures Ltd,1.85,2.90,2.15,2.15,2.15,1.99,0.16,8.04%,700.00,-,1.85,2.9,2.15,2.15,2.15,1.99,0.16,8.04,700.0,
2024-08-14,NMG,Nation Media Group Plc,14.00,22.40,14.80,14.85,14.85,14.85,-,-,"1,700.00",-,14.0,22.4,14.8,14.85,14.85,14.85,,,1700.0,
2024-08-14,SMER,Sameer Africa Plc,1.87,2.75,2.25,2.29,2.28,2.10,0.18,8.57%,"28,200.00",-,1.87,2.75,2.25,2.29,2.28,2.1,0.18,8.57,28200.0,
2024-08-14,SGL,Standard Group Plc,4.86,9.00,5.86,5.86,5.86,5.34,0.52,9.74%,100.00,-,4.86,9.0,5.86,5.86,5.86,5.34,0.52,9.74,100.0,
2024-08-14,TPSE,TPS Eastern Africa (Serena) Ltd,11.00,20.15,13.50,13.50,13.50,13.50,-,-,"4,100.00",-,11.0,20.15,13.5,13.5,13.5,13.5,,,4100.0,
2024-08-14,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.17,0.19,0.18,0.18,-,-,"6,700.00",-,0.16,0.23,0.17,0.19,0.18,0.18,,,6700.0,
2024-08-14,SCAN,WPP ScanGroup Plc,1.86,2.69,2.02,2.10,2.05,2.02,0.03,1.49%,"10,700.00",-,1.86,2.69,2.02,2.1,2.05,2.02,0.03,1.49,10700.0,
2024-08-14,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,5.55,5.55,5.55,5.55,5.55,5.55,,,,
2024-08-14,BAMB,Bamburi Cement Ltd,21.30,84.00,62.50,63.00,62.50,62.50,-,-,"169,300.00",-,21.3,84.0,62.5,63.0,62.5,62.5,,,169300.0,
2024-08-14,CRWN,Crown Paints Kenya Plc,29.00,40.05,35.10,35.10,35.10,35.10,-,-,-,-,29.0,40.05,35.1,35.1,35.1,35.1,,,,
2024-08-14,CABL,East African Cables Plc,0.79,1.10,0.89,0.96,0.90,0.90,-,-,"80,500.00",-,0.79,1.1,0.89,0.96,0.9,0.9,,,80500.0,
2024-08-14,PORT,East African Portland Cement Ltd,4.38,55.75,7.50,7.50,7.50,7.50,-,-,200.00,-,4.38,55.75,7.5,7.5,7.5,7.5,,,200.0,
2024-08-14,KEGN,Kenya Electricity Generating Company Plc,1.94,3.40,2.28,2.32,2.30,2.31,-0.01,0.43%,"188,600.00",-,1.94,3.4,2.28,2.32,2.3,2.31,-0.01,0.43,188600.0,
